일자,유가증권신용거래융자
2008-05-07,"2,992,656"
2008-05-06,"2,993,734"
2008-05-02,"2,970,588"
2008-04-30,"2,972,783"
2008-04-29,"2,951,464"
2008-04-28,"2,936,738"
2008-04-25,"2,924,474"
2008-04-24,"2,880,750"
2008-04-23,"2,837,362"
2008-04-22,"2,832,460"
2008-04-21,"2,806,005"
2008-04-18,"2,832,534"
2008-04-17,"2,825,183"
2008-04-16,"2,804,428"
2008-04-15,"2,809,201"
2008-04-14,"2,782,487"
2008-04-11,"2,757,390"
2008-04-10,"2,732,019"
2008-04-08,"2,762,261"
2008-04-07,"2,752,237"
2008-04-04,"2,730,016"
2008-04-03,"2,742,603"
2008-04-02,"2,729,032"
2008-04-01,"2,711,993"
2008-03-31,"2,728,847"
2008-03-28,"2,697,671"
2008-03-27,"2,665,644"
2008-03-26,"2,701,762"
2008-03-25,"2,713,819"
2008-03-24,"2,691,106"
2008-03-21,"2,660,615"
2008-03-20,"2,687,976"
2008-03-19,"2,672,226"
2008-03-18,"2,698,744"
2008-03-17,"2,717,087"
2008-03-14,"2,717,587"
2008-03-13,"2,748,241"
2008-03-12,"2,713,707"
2008-03-11,"2,794,420"
2008-03-10,"2,780,957"
2008-03-07,"2,793,887"
2008-03-06,"2,782,057"
2008-03-05,"2,751,475"
2008-03-04,"2,780,298"
2008-03-03,"2,752,445"
2008-02-29,"2,749,266"
2008-02-28,"2,758,625"
2008-02-27,"2,776,117"
2008-02-26,"2,785,491"
2008-02-25,"2,750,826"
2008-02-22,"2,724,828"
2008-02-21,"2,707,536"
2008-02-20,"2,675,951"
2008-02-19,"2,661,075"
2008-02-18,"2,634,517"
2008-02-15,"2,657,260"
2008-02-14,"2,665,348"
2008-02-13,"2,632,098"
2008-02-12,"2,625,616"
2008-02-11,"2,636,894"
2008-02-05,"2,667,830"
2008-02-04,"2,679,387"
2008-02-01,"2,761,182"
2008-01-31,"2,873,820"
2008-01-30,"2,892,012"
2008-01-29,"2,936,892"
2008-01-28,"2,982,271"
2008-01-25,"2,988,618"
2008-01-24,"3,019,520"
2008-01-23,"3,196,404"
2008-01-22,"3,256,798"
2008-01-21,"3,220,415"
2008-01-18,"3,221,921"
2008-01-17,"3,274,685"
2008-01-16,"3,352,416"
2008-01-15,"3,403,565"
2008-01-14,"3,473,227"
2008-01-11,"3,452,258"
2008-01-10,"3,438,025"
2008-01-09,"3,459,332"
2008-01-08,"3,490,999"
2008-01-07,"3,510,572"
2008-01-04,"3,512,977"
2008-01-03,"3,547,533"
2008-01-02,"3,566,371"
2007-12-31,"3,586,266"
2007-12-28,"3,587,331"
2007-12-27,"3,599,854"
2007-12-26,"3,598,237"
2007-12-24,"3,625,887"
2007-12-21,"3,638,263"
2007-12-20,"3,613,160"
2007-12-18,"3,652,959"
2007-12-17,"3,641,606"
2007-12-14,"3,583,448"
2007-12-13,"3,565,139"
2007-12-12,"3,551,741"
2007-12-11,"3,575,917"
2007-12-10,"3,593,619"
2007-12-07,"3,608,812"
2007-12-06,"3,550,444"
2007-12-05,"3,496,100"
2007-12-04,"3,484,006"
2007-12-03,"3,480,669"
2007-11-30,"3,502,460"
2007-11-29,"3,478,036"
2007-11-28,"3,504,805"
2007-11-27,"3,486,653"
2007-11-26,"3,635,073"
2007-11-23,"3,712,601"
2007-11-22,"3,793,455"
2007-11-21,"3,787,128"
2007-11-20,"3,804,325"
2007-11-19,"3,816,573"
2007-11-16,"3,847,875"
2007-11-15,"3,840,215"
2007-11-14,"3,837,462"
2007-11-13,"3,880,281"
2007-11-12,"3,874,428"
2007-11-09,"3,866,785"
2007-11-08,"3,895,175"
2007-11-07,"3,832,897"
2007-11-06,"3,813,465"
2007-11-05,"3,782,535"
2007-11-02,"3,777,130"
2007-11-01,"3,743,865"
2007-10-31,"3,729,317"
2007-10-30,"3,657,451"
2007-10-29,"3,608,833"
2007-10-26,"3,573,960"
2007-10-25,"3,651,469"
2007-10-24,"3,611,563"
2007-10-23,"3,701,971"
2007-10-22,"3,670,345"
2007-10-19,"3,632,823"
2007-10-18,"3,592,888"
2007-10-17,"3,562,841"
2007-10-16,"3,524,391"
2007-10-15,"3,495,001"
2007-10-12,"3,431,104"
2007-10-11,"3,416,160"
2007-10-10,"3,389,413"
2007-10-09,"3,354,689"
2007-10-08,"3,323,731"
2007-10-05,"3,233,818"
2007-10-04,"3,236,871"
2007-10-02,"3,213,991"
2007-10-01,"3,210,629"
2007-09-28,"3,210,605"
2007-09-27,"3,147,043"
2007-09-21,"3,170,534"
2007-09-20,"3,167,631"
2007-09-19,"3,179,429"
2007-09-18,"3,167,681"
2007-09-17,"3,171,342"
2007-09-14,"3,194,774"
2007-09-13,"3,229,146"
2007-09-12,"3,222,769"
2007-09-11,"3,235,799"
2007-09-10,"3,242,286"
2007-09-07,"3,224,536"
2007-09-06,"3,218,163"
2007-09-05,"3,244,713"
2007-09-04,"3,228,622"
2007-09-03,"3,232,189"
2007-08-31,"3,217,283"
2007-08-30,"3,191,453"
2007-08-29,"3,192,898"
2007-08-28,"3,199,921"
2007-08-27,"3,179,627"
2007-08-24,"3,200,425"
2007-08-23,"3,163,107"
2007-08-22,"3,162,603"
2007-08-21,"3,114,287"
2007-08-20,"3,214,194"
2007-08-17,"3,472,316"
2007-08-16,"3,557,363"
2007-08-14,"3,586,281"
2007-08-13,"3,665,581"
2007-08-10,"3,692,250"
2007-08-09,"3,711,373"
2007-08-08,"3,714,268"
2007-08-07,"3,726,218"
2007-08-06,"3,711,462"
2007-08-03,"3,759,053"
2007-08-02,"3,838,719"
2007-08-01,"3,876,959"
2007-07-31,"3,922,374"
2007-07-30,"4,016,884"
2007-07-27,"4,095,639"
2007-07-26,"4,111,323"
2007-07-25,"4,208,560"
2007-07-24,"4,252,423"
2007-07-23,"4,270,455"
2007-07-20,"4,227,292"
2007-07-19,"4,186,351"
2007-07-18,"4,142,476"
2007-07-16,"4,142,348"
2007-07-13,"4,143,834"
2007-07-12,"4,143,367"
2007-07-11,"4,131,359"
2007-07-10,"4,154,475"
2007-07-09,"4,141,072"
2007-07-06,"4,178,741"
2007-07-05,"4,186,372"
2007-07-04,"4,249,306"
2007-07-03,"4,296,813"
2007-07-02,"4,402,875"
2007-06-29,"4,456,938"
2007-06-28,"4,555,116"
2007-06-27,"4,610,742"
2007-06-26,"4,686,736"
2007-06-25,"4,698,390"
2007-06-22,"4,666,773"
2007-06-21,"4,615,660"
2007-06-20,"4,477,248"
2007-06-19,"4,310,903"
2007-06-18,"4,183,517"
2007-06-15,"4,178,865"
2007-06-14,"4,100,192"
2007-06-13,"4,044,790"
2007-06-12,"3,988,718"
2007-06-11,"3,897,351"
2007-06-08,"3,703,331"
2007-06-07,"3,573,015"
2007-06-05,"3,468,669"
2007-06-04,"3,420,550"
2007-06-01,"3,313,372"
2007-05-31,"3,151,371"
2007-05-30,"3,092,438"
2007-05-29,"2,997,149"
2007-05-28,"2,912,106"
2007-05-25,"2,888,106"
2007-05-23,"2,818,600"
2007-05-22,"2,759,841"
2007-05-21,"2,710,113"
2007-05-18,"2,653,585"
2007-05-17,"2,601,596"
2007-05-16,"2,602,260"
2007-05-15,"2,531,645"
2007-05-14,"2,416,714"
2007-05-11,"2,344,344"
2007-05-10,"2,246,096"
2007-05-09,"2,176,528"
2007-05-08,"2,075,835"
2007-05-07,"1,997,112"
2007-05-04,"1,925,212"
2007-05-03,"1,840,862"
2007-05-02,"1,780,079"
2007-04-30,"1,718,629"
2007-04-27,"1,637,822"
2007-04-26,"1,535,709"
2007-04-25,"1,450,813"
2007-04-24,"1,403,729"
2007-04-23,"1,351,711"
2007-04-20,"1,314,408"
2007-04-19,"1,284,083"
2007-04-18,"1,243,248"
2007-04-17,"1,205,380"
2007-04-16,"1,175,458"
2007-04-13,"1,149,134"
2007-04-12,"1,120,655"
2007-04-11,"1,067,293"
2007-04-10,"1,017,373"
2007-04-09,"970,537"
2007-04-06,"951,228"
2007-04-05,"935,554"
2007-04-04,"897,251"
2007-04-03,"864,518"
2007-04-02,"827,584"
2007-03-30,"798,858"
2007-03-29,"764,928"
2007-03-28,"736,916"
2007-03-27,"713,699"
2007-03-26,"696,327"
2007-03-23,"676,912"
2007-03-22,"664,592"
2007-03-21,"634,519"
2007-03-20,"612,377"
2007-03-19,"602,696"
2007-03-16,"590,043"
2007-03-15,"594,478"
2007-03-14,"579,591"
2007-03-13,"567,373"
2007-03-12,"560,055"
2007-03-09,"554,253"
2007-03-08,"545,715"
2007-03-07,"532,840"
2007-03-06,"530,145"
2007-03-05,"517,528"
2007-03-02,"516,715"
2007-02-28,"503,769"
2007-02-27,"486,540"
2007-02-26,"472,642"
2007-02-23,"461,738"
2007-02-22,"450,069"
2007-02-21,"437,846"
2007-02-20,"421,504"
2007-02-16,"405,115"
2007-02-15,"393,808"
2007-02-14,"381,309"
2007-02-13,"372,856"
2007-02-12,"363,732"
2007-02-09,"349,906"
2007-02-08,"336,641"
2007-02-07,"314,333"
2007-02-06,"305,650"
2007-02-05,"301,610"
2007-02-02,"306,280"
2007-02-01,"308,012"
2007-01-31,"310,658"
2007-01-30,"311,034"
2007-01-29,"312,500"
2007-01-26,"314,012"
2007-01-25,"311,803"
2007-01-24,"313,115"
2007-01-23,"314,724"
2007-01-22,"322,117"
2007-01-19,"323,757"
2007-01-18,"323,513"
2007-01-17,"324,966"
2007-01-16,"330,021"
2007-01-15,"330,015"
2007-01-12,"328,963"
2007-01-11,"328,936"
2007-01-10,"327,313"
2007-01-09,"327,713"
2007-01-08,"327,918"
2007-01-05,"329,158"
2007-01-04,"336,194"
2007-01-03,"335,226"
2007-01-02,"333,970"
