date,주식형ETF설정액,주식형ETF해지액,주식형ETF증감,ETF제외주식형설정,ETF제외주식형해지,ETF제외주식형증감,단기금융설정,단기금융해지,단기금융증감,파생상품설정,파생상품해지,파생상품증감
2013-02-21,554,4848,-4294,5063,4509,-8666,"9,894","22,259","-12,365",581,"1,645","-1,064"
2013-02-20,275,1274,-999,1328,1053,-1486,"11,409","25,409","-13,999","1,157",628,528
2013-02-19,822,980,-157,1639,816,-927,"20,612","16,668","3,944",374,570,-197
2013-02-18,965,956,9,1118,154,9,"34,024","12,674","21,350","1,067","1,050",17
2013-02-15,363,981,-618,1580,1217,-1266,"35,737","44,331","-8,594","1,063","1,555",-492
2013-02-14,610,885,-274,1258,648,-1335,"24,489","17,437","7,051",671,"1,770","-1,100"
2013-02-13,961,533,428,1083,122,-311,"17,233","10,586","6,647","1,247","1,095",152
2013-02-12,266,417,-151,975,709,-70,"11,737","17,939","-6,202",565,659,-95
2013-02-08,303,370,-67,1502,1198,-1394,"12,927","23,057","-10,130","1,223",691,532
2013-02-07,543,860,-317,1894,1351,-1044,"26,737","31,203","-4,466","1,472",582,891
2013-02-06,854,451,403,4403,3550,-3370,"25,241","13,722","11,518","1,250",675,575
2013-02-05,431,595,-164,847,416,179,"50,295","35,197","15,099","1,175",578,597
2013-02-04,614,647,-33,2110,1496,-2094,"34,138","9,902","24,237",770,391,379
2013-02-01,389,528,-138,3066,2677,-2876,"18,318","17,061","1,257",980,756,224
2013-01-31,435,647,-213,2114,1679,-2165,"18,756","49,797","-31,042",468,"1,213",-744
2013-01-30,866,1021,-155,4984,4118,-3984,"33,142","12,627","20,515","1,459",430,"1,030"
2013-01-29,1056,514,541,1608,552,6912,"17,668","16,546","1,122","2,310",703,"1,607"
2013-01-28,2049,559,1489,1335,-715,329,"18,518","18,496",21,"2,881","1,087","1,794"
2013-01-25,1036,683,353,1053,17,-327,"20,262","29,130","-8,868","1,182","1,850",-668
2013-01-24,811,897,-85,912,101,-852,"19,343","22,576","-3,233",216,886,-671
2013-01-23,403,917,-514,1048,644,383,"18,209","9,272","8,938",200,558,-358
2013-01-22,1246,656,590,1048,-198,51,"19,259","10,162","9,097",607,481,126
2013-01-21,298,639,-342,1117,819,-821,"16,767","16,612",155,825,840,-15
2013-01-18,504,462,42,2239,1735,-2065,"6,710","9,950","-3,240","1,473","1,339",134
2013-01-17,440,611,-171,1074,634,-883,"17,948","13,228","4,720","1,234",498,736
2013-01-16,1105,702,403,1330,225,159,"40,940","7,837","33,104",488,"1,281",-793
2013-01-15,442,858,-416,2335,1893,-2285,"19,921","10,085","9,836",582,362,220
2013-01-14,627,714,-88,2308,1681,-1563,"14,175","9,716","4,460",879,"1,072",-192
2013-01-11,1108,879,229,1501,393,-1098,"24,509","14,357","10,152",985,566,418
2013-01-10,338,685,-347,1362,1024,-979,"15,167","18,227","-3,061","2,359",485,"1,874"
2013-01-09,562,1005,-443,1069,507,-795,"12,536","13,829","-1,293",440,830,-390
2013-01-08,1028,984,44,1462,434,389,"22,049","14,958","7,091",619,"1,229",-610
2013-01-07,444,1276,-832,1478,1033,-1405,"20,464","8,246","12,218",604,639,-35
2013-01-04,1084,2225,-1141,3475,2391,-3950,"45,815","13,879","31,935",956,"1,333",-377
2013-01-03,1045,3457,-2412,4036,2991,-5753,"47,342","17,074","30,268",221,"1,941","-1,721"
2013-01-02,563,1937,-1374,2704,2141,-2176,"20,226","15,178","5,048",171,910,-738
2012-12-31,580,27,553,27,-553,526,"41,012","47,306","-6,293",58,402,-343
2012-12-28,779,798,-20,809,30,-828,"20,315","52,233","-31,918","1,301",944,358
2012-12-27,1174,2325,-1151,2325,1151,-3476,"25,169","38,414","-13,245",453,886,-433
2012-12-26,1196,2509,-1313,3776,2580,-2199,"24,635","36,632","-11,997",707,410,297
2012-12-24,1538,1159,379,2519,982,1588,"10,963","36,936","-25,973",426,"1,082",-655
2012-12-21,547,2032,-1485,7149,6602,-5562,"21,676","19,977","1,699",658,886,-228
2012-12-20,284,1850,-1567,7440,7157,-5562,"15,520","26,277","-10,757",257,"1,056",-799
2012-12-18,848,1861,-1013,2516,1668,-1502,"16,551","13,923","2,628",375,587,-212
2012-12-17,547,2241,-1694,2410,1862,1376,"10,011","15,016","-5,005","1,560","2,240",-680
2012-12-14,170,2194,-2024,3329,3159,-5213,"39,164","19,778","19,386",402,"1,032",-630
2012-12-13,365,1491,-1126,2139,1774,-3230,"30,677","14,502","16,176",176,"1,117",-941
2012-12-12,277,1245,-968,1791,1514,-2671,"15,750","16,191",-442,105,785,-680
2012-12-11,773,1082,-310,1610,837,-1831,"15,051","24,010","-8,959",911,"1,461",-550
2012-12-10,420,1116,-695,1672,1252,-2177,"13,038","19,502","-6,464",333,"1,360","-1,027"
2012-12-07,502,1308,-807,1477,975,-1740,"17,091","37,390","-20,299",539,"1,528",-989
2012-12-06,703,1016,-313,1041,338,-1339,"9,343","22,057","-12,714",853,638,215
2012-12-05,481,850,-369,1641,1160,-1922,"39,815","16,301","23,514",533,563,-30
2012-12-04,493,966,-473,1517,1024,-1754,"44,001","13,042","30,959",288,794,-506
2012-12-03,527,815,-288,984,457,-993,"8,688","10,833","-2,145",346,"1,148",-802
2012-11-30,258,792,-533,1228,969,-596,"11,073","39,622","-28,549",668,550,119
2012-11-29,406,563,-157,1431,1024,-1025,"9,703","34,618","-24,915",449,"1,550","-1,101"
2012-11-28,618,1358,-740,1503,885,-1687,"10,311","19,566","-9,255",435,397,38
2012-11-27,1072,879,193,1185,114,398,"8,148","15,368","-7,220",258,719,-460
2012-11-26,499,889,-390,953,455,-1080,"7,791","20,430","-12,639",394,"1,653","-1,259"
2012-11-23,723,642,81,1043,320,-245,"7,248","13,388","-6,140",500,443,56
2012-11-22,947,476,471,526,-421,196,"12,988","18,005","-5,018",244,141,103
2012-11-21,604,433,171,937,334,-175,"14,879","14,626",253,396,829,-433
2012-11-20,464,391,73,950,486,-283,"14,585","16,235","-1,650",439,295,145
2012-11-19,490,315,175,535,45,229,"11,566","12,508",-942,"1,217",455,762
2012-11-16,1139,521,618,864,-276,-44,"31,750","18,496","13,254",719,767,-49
2012-11-15,318,1980,-1662,1980,1662,-3000,"21,018","17,002","4,017",801,229,572
2012-11-14,604,422,182,798,195,-553,"14,234","8,273","5,961",427,135,292
2012-11-13,1019,404,615,528,-492,632,"19,198","8,878","10,320",764,443,321
2012-11-12,742,457,285,510,-231,-29,"12,916","23,493","-10,577","1,121","1,177",-55
2012-11-09,692,612,80,627,-65,-200,"12,727","20,907","-8,180",757,781,-24
2012-11-08,202,613,-411,626,423,-986,"9,672","19,291","-9,619",306,467,-162
2012-11-07,262,489,-227,584,321,-300,"15,820","12,222","3,598",589,322,267
2012-11-06,741,396,345,725,-16,-66,"20,327","16,295","4,033",334,"1,296",-962
2012-11-05,269,558,-289,557,289,55,"33,615","24,438","9,176","1,367",884,483
2012-11-02,381,307,74,551,170,52,"34,616","17,434","17,183",548,724,-177
2012-11-01,319,549,-230,1591,1272,-1356,"11,399","15,701","-4,302",507,547,-40
2012-10-31,831,495,335,1586,755,-793,"18,121","39,156","-21,035","4,628",318,"4,310"
2012-10-30,1333,525,807,525,-808,1217,"50,128","35,702","14,426","1,282",679,603
2012-10-29,1178,436,742,1328,150,-307,"12,651","19,610","-6,958","1,187",697,490
2012-10-26,1081,650,432,873,-208,332,"18,365","19,742","-1,377","1,220",481,739
2012-10-25,612,713,-101,723,111,-524,"9,397","26,528","-17,131","1,712",991,720
2012-10-24,1131,875,256,987,-144,-637,"17,399","13,549","3,850",767,636,131
2012-10-23,1649,1223,426,1298,-351,-540,"10,726","17,527","-6,801",659,621,38
2012-10-22,1170,809,361,1029,-141,-200,"11,540","15,918","-4,378",383,794,-410
2012-10-19,246,1015,-769,1041,795,-1592,"10,560","15,922","-5,362",374,737,-362
2012-10-18,834,1184,-350,1473,638,-1714,"22,849","18,893","3,956","1,589",580,"1,010"
2012-10-17,379,665,-286,686,308,-785,"17,255","15,130","2,125",372,429,-57
2012-10-16,934,504,430,1638,704,-505,"38,035","9,389","28,646",750,492,258
2012-10-15,659,438,221,1062,403,-175,"29,342","12,572","16,769","1,865","1,206",658
2012-10-12,1168,440,728,857,-311,-65,"24,761","18,951","5,810","1,921",653,"1,268"
2012-10-11,843,996,-152,1009,167,-45,"8,736","8,011",725,848,600,248
2012-10-10,787,1580,-794,1595,809,-2266,"12,650","14,480","-1,830","1,037",244,793
2012-10-09,541,852,-311,996,454,-857,"16,367","11,842","4,525",353,586,-234
2012-10-08,618,1085,-467,1088,470,-1420,"27,578","11,954","15,624",427,408,19
2012-10-05,391,1124,-733,1215,824,-1504,"37,682","16,435","21,247",217,485,-267
2012-10-04,822,1651,-829,2347,1525,-2716,"52,748","14,614","38,134",509,"1,069",-560
2012-10-02,350,935,-585,938,587,-1490,"16,555","12,170","4,384",364,416,-52
2012-09-28,536,1129,-593,1497,961,-1709,"19,274","57,570","-38,296","1,170",871,299
2012-09-27,695,719,-24,1732,1037,-1109,"22,329","38,343","-16,014",455,522,-67
2012-09-26,907,1503,-596,1815,908,-2185,"11,710","22,707","-10,998",743,272,470
2012-09-25,650,1331,-681,1613,962,-1925,"12,672","13,847","-1,175",150,969,-818
2012-09-24,487,1855,-1368,1886,1400,-2451,"9,059","23,164","-14,105",969,"1,024",-55
2012-09-21,631,1096,-464,1160,529,-1401,"13,347","15,855","-2,507","1,330",553,778
2012-09-20,206,1793,-1588,1840,1635,-3079,"7,489","21,769","-14,279",154,677,-523
2012-09-19,1239,2425,-1185,3092,1854,-4109,"10,899","14,407","-3,508",948,704,244
2012-09-18,770,3027,-2257,3174,2404,-4452,"15,720","20,851","-5,131",860,"1,516",-656
2012-09-17,255,6225,-5971,7561,7306,-13503,"8,844","16,068","-7,223",335,"1,514","-1,178"
2012-09-14,183,1399,-1216,1724,1541,-2838,"41,974","34,055","7,919","1,394","1,387",7
2012-09-13,468,2160,-1692,2624,2156,-4266,"12,161","8,642","3,520","1,168",462,706
2012-09-12,270,601,-330,900,630,-1085,"17,939","16,838","1,101","2,277",463,"1,814"
2012-09-11,764,982,-218,1586,822,-1461,"28,729","24,275","4,453",287,"1,474","-1,187"
2012-09-10,225,863,-638,1677,1453,-2239,"9,166","22,806","-13,640",288,331,-43
2012-09-07,302,348,-46,1667,1365,-1713,"18,151","26,458","-8,307","1,916","1,078",838
2012-09-06,987,625,362,1101,114,-739,"10,774","11,620",-846,556,516,40
2012-09-05,299,848,-549,1130,830,-1646,"23,735","7,794","15,942",381,398,-17
2012-09-04,509,535,-26,797,289,-819,"31,337","11,628","19,709",398,927,-529
2012-09-03,332,364,-33,1209,876,-1115,"10,983","12,156","-1,173",837,289,549
2012-08-31,635,763,-128,1020,385,-1088,"23,799","38,852","-15,053",350,875,-525
2012-08-30,263,618,-356,736,473,-963,"10,852","15,825","-4,973",226,484,-258
2012-08-29,618,1271,-653,1376,758,257,"21,096","19,435","1,661","2,205",381,"1,824"
2012-08-28,1634,939,695,1097,-537,1042,"16,642","27,160","-10,518",543,637,-94
2012-08-27,648,671,-23,729,81,-261,"10,767","18,009","-7,242",853,773,80
2012-08-24,372,1109,-737,1163,790,-1416,"7,984","19,256","-11,272","1,819","1,063",756
2012-08-23,439,1137,-698,1583,1144,-1392,"9,915","26,029","-16,114",222,516,-294
2012-08-22,630,2642,-2012,2652,2022,-3664,"9,349","20,860","-11,511",576,384,192
2012-08-21,718,1027,-309,1256,538,-1109,"15,477","9,663","5,813","2,464",587,"1,877"
2012-08-20,321,938,-616,1073,752,-549,"13,992","17,432","-3,441",191,712,-521
2012-08-17,720,1294,-574,1342,622,-1362,"38,052","21,435","16,616",329,459,-130
2012-08-16,297,1660,-1362,1764,1466,-2899,"17,460","18,600","-1,139",246,931,-685
2012-08-14,527,1016,-489,1122,595,-218,"24,473","14,390","10,082","1,996",922,"1,075"
2012-08-13,718,1336,-617,1406,688,-299,"14,694","24,266","-9,572","1,805","1,540",265
2012-08-10,162,2305,-2143,2468,2306,-4235,"12,726","21,178","-8,452","1,049","1,793",-744
2012-08-09,522,1928,-1406,3183,2662,-3889,"9,594","17,412","-7,818",807,"1,037",-230
2012-08-08,454,649,-195,937,483,-762,"19,874","9,472","10,402",218,"1,293","-1,074"
2012-08-07,1583,809,774,876,-708,-53,"17,161","11,581","5,581",735,781,-45
2012-08-06,426,476,-50,657,231,-467,"29,056","19,778","9,278","1,025",515,510
2012-08-03,201,554,-353,877,675,151,"33,031","16,001","17,030",891,842,48
2012-08-02,309,744,-435,1758,1449,-1318,"29,285","6,690","22,595",712,"1,829","-1,117"
2012-08-01,256,1127,-871,1802,1546,-1351,"12,428","10,371","2,057","1,005","1,460",-455
2012-07-31,624,913,-289,1089,464,-1088,"29,052","45,486","-16,434",389,"1,548","-1,160"
2012-07-30,497,438,58,527,30,-203,"15,905","30,604","-14,699",819,476,343
2012-07-27,807,396,411,984,178,288,"12,993","16,887","-3,895","1,085",133,952
2012-07-26,1115,353,763,1451,336,139,"8,058","16,281","-8,223","1,028",513,516
2012-07-25,827,321,506,412,-416,852,"5,601","16,111","-10,510","1,529",918,611
2012-07-24,1135,239,897,525,-610,432,"12,028","11,410",619,"2,316",762,"1,554"
2012-07-23,715,464,251,627,-87,9,"11,878","8,375","3,503",540,881,-340
2012-07-20,657,623,34,671,14,-572,"16,975","9,752","7,223",916,197,719
2012-07-19,417,289,127,295,-122,29,"18,610","12,683","5,927",351,696,-345
2012-07-18,277,407,-130,431,153,-360,"30,225","17,850","12,375",892,473,419
2012-07-17,904,294,611,1249,345,718,"14,969","11,466","3,503","1,295",52,"1,243"
2012-07-16,970,259,711,403,-567,1129,"32,327","10,246","22,081","1,785",586,"1,200"
2012-07-13,1117,226,891,545,-572,681,"20,823","11,382","9,441","1,077",985,92
2012-07-12,1258,344,914,391,-867,709,"11,584","14,340","-2,756",680,243,437
2012-07-11,780,265,515,365,-415,613,"11,510","8,198","3,312",502,129,372
2012-07-10,899,238,661,397,-502,822,"18,224","14,901","3,323",820,702,118
2012-07-09,330,365,-34,559,229,-472,"11,506","9,423","2,082",720,304,416
2012-07-06,551,370,181,758,207,-486,"15,955","7,635","8,320","1,036","1,018",18
2012-07-05,346,445,-99,845,499,-540,"10,548","11,173",-625,276,740,-464
2012-07-04,486,436,50,436,-50,74,"19,731","10,674","9,057",592,412,181
2012-07-03,825,454,371,1477,652,-981,"63,929","16,739","47,190",465,418,48
2012-07-02,372,261,110,573,201,-332,"13,353","13,760",-408,"1,613",317,"1,296"
2012-06-29,4327,225,4102,404,-3923,5498,"19,751","74,823","-55,072","1,627","1,235",392
2012-06-28,921,284,636,1444,523,-188,"16,602","39,923","-23,321","1,425",305,"1,120"
2012-06-27,1339,1097,242,1451,113,864,"15,853","11,539","4,314","1,524","1,004",520
2012-06-26,2135,272,1863,586,-1550,1571,"6,918","15,177","-8,260","2,306",802,"1,503"
2012-06-25,1140,350,790,769,-371,706,"10,918","13,336","-2,419","2,303",824,"1,479"
2012-06-22,1466,1046,419,1177,-289,-115,"11,378","16,482","-5,104",623,896,-272
2012-06-21,769,797,-28,957,188,-269,"15,346","14,634",712,210,710,-500
2012-06-20,277,663,-387,720,443,73,"12,841","13,521",-680,392,755,-363
2012-06-19,590,770,-181,1002,411,-339,"24,501","11,502","12,999",441,390,51
2012-06-18,652,406,246,1794,1141,-1461,"34,183","10,851","23,333",435,606,-171
2012-06-15,227,507,-279,507,280,-767,"36,365","26,145","10,220",671,854,-183
2012-06-14,616,471,146,527,-89,-360,"10,022","15,843","-5,822",206,199,7
2012-06-13,447,337,110,999,551,-48,"15,952","16,025",-72,234,662,-428
2012-06-12,954,453,502,1552,598,-942,"17,786","15,608","2,177",229,275,-46
2012-06-11,322,395,-73,1608,1286,-829,"15,428","25,954","-10,527",631,"1,158",-527
2012-06-08,488,761,-272,1647,1159,-707,"8,729","29,815","-21,086",484,475,9
2012-06-07,846,585,261,802,-44,220,"11,390","13,769","-2,378",537,177,360
2012-06-05,1385,380,1005,573,-813,594,"51,829","7,993","43,836",890,375,514
2012-06-04,690,279,411,660,-30,-206,"40,307","10,688","29,618",660,400,260
2012-06-01,1052,193,859,541,-511,916,"15,844","11,166","4,679",507,233,274
2012-05-31,890,236,654,383,-507,387,"12,559","40,007","-27,448",459,650,-191
2012-05-30,1260,464,796,738,-522,769,"14,573","34,383","-19,810",722,797,-75
2012-05-29,1088,496,592,806,-282,-85,"10,072","19,055","-8,983",459,550,-91
2012-05-25,613,311,302,359,-253,307,"12,818","24,796","-11,978","1,067","1,298",-232
2012-05-24,547,739,-192,895,348,-666,"8,722","15,933","-7,211",681,276,405
2012-05-23,1065,488,578,1381,317,-586,"9,618","10,505",-886,424,527,-103
2012-05-22,1327,336,991,406,-921,1580,"15,220","21,484","-6,264","3,641",541,"3,100"
2012-05-21,1513,821,692,1744,230,-389,"7,657","16,231","-8,573",964,193,771
2012-05-18,1182,252,930,552,-630,771,"22,624","18,289","4,335","1,278",859,419
2012-05-17,1267,561,706,647,-620,763,"19,682","13,856","5,826","1,410",380,"1,031"
2012-05-16,1735,486,1249,1345,-390,604,"41,305","23,576","17,730","1,413",411,"1,003"
2012-05-15,782,447,335,731,-51,989,"16,065","21,145","-5,080","3,239",641,"2,598"
2012-05-14,1982,414,1567,680,-1301,1405,"19,477","21,209","-1,732",897,906,-8
2012-05-11,994,358,636,358,-636,469,"23,400","21,957","1,443","1,202",269,933
2012-05-10,567,569,-2,726,159,-373,"12,031","30,147","-18,115",881,116,765
2012-05-09,1076,458,618,498,-578,815,"11,711","9,563","2,148","1,278",463,815
2012-05-08,1582,384,1198,498,-1084,797,"9,005","13,344","-4,339",831,288,543
2012-05-07,726,463,263,653,-74,-67,"37,401","14,958","22,443","1,273",204,"1,069"
2012-05-04,332,630,-297,923,591,-1187,"55,801","10,034","45,767",806,"1,130",-324
2012-05-03,711,1036,-325,1466,755,-1706,"46,056","8,872","37,183",361,697,-336
2012-05-02,937,658,279,1248,312,-742,"18,082","16,149","1,933",555,871,-315
2012-04-30,749,544,205,544,-205,-449,"23,894","49,033","-25,139",647,623,24
2012-04-27,773,584,189,584,-189,116,"16,560","23,751","-7,191",912,346,565
2012-04-26,1133,692,442,1850,717,-421,"5,411","20,906","-15,495",904,420,483
2012-04-25,908,548,360,1518,610,-988,"9,296","22,798","-13,502",720,387,333
2012-04-24,1243,465,778,491,-752,711,"9,306","17,679","-8,373","2,637",552,"2,086"
2012-04-23,1228,327,901,532,-696,568,"8,973","12,490","-3,517","1,092",187,905
2012-04-20,415,535,-119,865,449,-860,"10,740","11,325",-585,536,526,10
2012-04-19,285,767,-482,965,680,-1225,"24,086","12,463","11,623",614,350,264
2012-04-18,640,488,152,702,62,-8,"11,446","12,834","-1,388",738,193,545
2012-04-17,1163,377,787,1224,61,-204,"30,214","18,407","11,807","1,016",496,520
2012-04-16,475,1407,-932,1482,1007,-1497,"11,070","13,750","-2,680","1,601","2,043",-443
2012-04-13,1014,417,597,735,-279,210,"13,038","13,625",-587,"1,131",436,695
2012-04-12,1104,512,592,660,-444,174,"11,862","24,792","-12,930","1,554",932,622
2012-04-10,982,945,37,985,3,-922,"23,467","18,580","4,887",793,204,589
2012-04-09,377,797,-421,827,451,-709,"21,250","15,611","5,638","1,512",515,997
2012-04-06,791,619,172,1011,220,-359,"13,890","11,351","2,539",832,392,440
2012-04-05,463,1041,-578,2291,1828,-2295,"19,916","7,908","12,008","2,163","1,651",512
2012-04-04,400,2107,-1708,2283,1882,-3700,"29,549","11,934","17,615",713,"1,708",-995
2012-04-03,686,1038,-352,1565,879,-1690,"52,538","15,213","37,325",566,242,324
2012-04-02,536,555,-19,764,228,-783,"13,219","15,948","-2,729",613,664,-51
2012-03-30,776,1480,-704,1481,704,-1986,"24,905","51,829","-26,924",895,565,330
2012-03-29,962,1210,-249,2023,1061,-2064,"26,148","27,295","-1,147",291,494,-203
2012-03-28,1087,1719,-632,2258,1171,-2807,"23,741","19,665","4,075",817,710,107
2012-03-27,1715,1251,464,1702,-13,-1124,"23,894","12,384","11,510",452,347,105
2012-03-26,656,1065,-409,1147,492,-1441,"6,827","17,695","-10,868",261,494,-233
2012-03-23,584,836,-252,2545,1961,-2469,"9,713","13,834","-4,122","1,020",472,548
2012-03-22,949,876,73,1067,118,-795,"11,991","15,563","-3,572",661,292,368
2012-03-21,1019,1254,-236,1307,288,-1319,"15,352","16,197",-845,731,513,218
2012-03-20,495,1537,-1042,1571,1075,-2517,"12,282","17,449","-5,167",463,478,-15
2012-03-19,382,1463,-1081,1816,1434,-2559,"10,496","18,670","-8,174",438,357,81
2012-03-16,830,2012,-1182,2575,1745,-3193,"34,002","12,556","21,446",684,"1,316",-632
2012-03-15,226,3988,-3762,4485,4259,-7674,"12,621","10,445","2,177",688,"1,779","-1,092"
2012-03-14,403,2024,-1620,2174,1771,-3169,"10,972","8,255","2,717",367,551,-183
2012-03-13,1122,772,351,848,-274,-204,"20,865","11,374","9,492",716,665,51
2012-03-12,318,1188,-870,1189,870,-1588,"14,317","17,265","-2,948",595,"2,808","-2,213"
2012-03-09,388,585,-197,597,209,-692,"14,266","10,885","3,381",963,467,496
2012-03-08,766,923,-156,2568,1801,-2664,"6,315","16,884","-10,569","1,716",353,"1,363"
2012-03-07,1014,612,402,1235,221,-779,"20,031","8,418","11,613",689,504,185
2012-03-06,1209,891,318,1188,-21,-551,"28,033","8,990","19,043",538,635,-97
2012-03-05,615,2280,-1665,2736,2121,-4387,"56,594","14,703","41,890",723,"1,599",-877
2012-03-02,698,2595,-1897,2785,2086,-4615,"10,117","15,374","-5,256",301,"1,195",-894
2012-02-29,1007,813,194,933,-74,-631,"18,891","49,888","-30,997","1,704","1,049",656
2012-02-28,1774,666,1109,773,-1001,496,"9,944","54,612","-44,668",557,797,-239
2012-02-27,719,1378,-660,1443,724,-2037,"8,140","35,635","-27,495","1,944","1,226",718
2012-02-24,896,927,-31,980,84,-843,"14,371","15,907","-1,536","1,324",909,415
