,기간자금설정,기간자금해지,증감
2015-12-16,"35,395","14,866","20,529"
2015-12-15,"26,456","29,611","-3,155"
2015-12-14,"22,719","17,333","5,386"
2015-12-11,"25,920","22,869","3,051"
2015-12-10,"10,433","26,316","-15,883"
2015-12-09,"27,602","56,543","-28,941"
2015-12-08,"24,154","37,148","-12,994"
2015-12-07,"41,788","39,047","2,740"
2015-12-04,"30,096","17,467","12,629"
2015-12-03,"54,252","26,299","27,953"
2015-12-02,"34,638","20,205","14,432"
2015-12-01,"20,026","19,482",544
2015-11-30,"33,456","41,257","-7,801"
2015-11-27,"20,388","22,339","-1,950"
2015-11-26,"38,440","22,008","16,432"
2015-11-25,"33,406","50,484","-17,078"
2015-11-24,"25,574","41,051","-15,476"
2015-11-23,"14,736","25,441","-10,705"
2015-11-20,"18,134","26,882","-8,748"
2015-11-19,"19,641","42,840","-23,199"
2015-11-18,"28,204","25,896","2,307"
2015-11-17,"23,765","19,860","3,905"
2015-11-16,"37,040","21,940","15,100"
2015-11-13,"32,058","20,561","11,497"
2015-11-12,"41,004","24,370","16,635"
2015-11-11,"27,665","38,459","-10,794"
2015-11-10,"15,369","39,669","-24,301"
2015-11-09,"15,267","22,282","-7,015"
2015-11-06,"13,193","21,182","-7,989"
2015-11-05,"16,130","21,639","-5,509"
2015-11-04,"34,642","18,234","16,408"
2015-11-03,"34,053","18,928","15,125"
2015-11-02,"20,552","23,824","-3,272"
2015-10-30,"35,952","45,166","-9,214"
2015-10-29,"49,649","32,103","17,546"
2015-10-28,"28,005","20,714","7,292"
2015-10-27,"27,354","13,139","14,216"
2015-10-26,"15,780","28,872","-13,092"
2015-10-23,"23,049","27,914","-4,865"
2015-10-22,"23,606","34,427","-10,821"
2015-10-21,"17,237","25,214","-7,977"
2015-10-20,"16,562","31,992","-15,430"
2015-10-19,"24,404","22,237","2,167"
2015-10-16,"36,751","28,449","8,302"
2015-10-15,"22,055","26,074","-4,020"
2015-10-14,"28,519","18,899","9,621"
2015-10-13,"18,791","30,051","-11,260"
2015-10-12,"20,832","31,625","-10,793"
2015-10-08,"16,579","35,505","-18,926"
2015-10-07,"14,373","10,875","3,498"
2015-10-06,"25,184","23,027","2,157"
2015-10-05,"29,066","19,913","9,153"
2015-10-02,"57,459","15,199","42,260"
2015-10-01,"50,388","21,345","29,042"
2015-09-30,"38,894","66,195","-27,301"
2015-09-25,"25,383","59,200","-33,817"
2015-09-24,"27,695","45,267","-17,572"
2015-09-23,"28,081","42,882","-14,801"
2015-09-22,"24,157","29,098","-4,941"
2015-09-21,"25,477","32,821","-7,344"
2015-09-18,"17,218","33,346","-16,128"
2015-09-17,"17,225","19,991","-2,766"
2015-09-16,"41,328","32,573","8,755"
2015-09-15,"27,527","28,347",-821
2015-09-14,"44,609","36,158","8,451"
2015-09-11,"57,291","34,949","22,342"
2015-09-10,"12,132","36,772","-24,640"
2015-09-09,"21,628","58,582","-36,954"
2015-09-08,"26,542","21,189","5,352"
2015-09-07,"28,657","16,097","12,560"
2015-09-04,"23,158","22,574",583
2015-09-03,"49,453","28,131","21,322"
2015-09-02,"54,314","28,285","26,028"
2015-09-01,"28,598","43,056","-14,458"
2015-08-31,"23,992","69,234","-45,243"
2015-08-28,"27,834","30,005","-2,171"
2015-08-27,"34,247","42,853","-8,606"
2015-08-26,"26,147","25,950",197
2015-08-25,"31,659","37,177","-5,518"
2015-08-24,"25,693","38,220","-12,528"
2015-08-21,"26,894","24,142","2,752"
2015-08-20,"19,847","22,083","-2,236"
2015-08-19,"39,123","26,123","13,000"
2015-08-18,"29,445","23,415","6,030"
2015-08-17,"52,672","23,343","29,328"
2015-08-13,"29,188","37,881","-8,693"
2015-08-12,"27,687","19,636","8,051"
2015-08-11,"21,165","28,065","-6,900"
2015-08-10,"21,095","43,712","-22,617"
2015-08-07,"22,814","19,409","3,405"
2015-08-06,"14,647","15,239",-592
2015-08-05,"36,073","11,243","24,830"
2015-08-04,"48,836","12,596","36,240"
2015-08-03,"24,281","16,375","7,906"
2015-07-31,"33,449","51,372","-17,923"
2015-07-30,"48,669","35,468","13,200"
2015-07-29,"34,438","36,094","-1,656"
2015-07-28,"30,428","34,067","-3,640"
2015-07-27,"26,537","28,883","-2,346"
2015-07-24,"31,144","28,938","2,206"
2015-07-23,"25,074","33,528","-8,453"
2015-07-22,"34,362","32,895","1,467"
2015-07-21,"34,455","32,817","1,637"
2015-07-20,"27,053","33,514","-6,461"
2015-07-17,"28,016","41,644","-13,627"
2015-07-16,"59,038","36,302","22,735"
2015-07-15,"40,230","29,666","10,565"
2015-07-14,"35,348","21,707","13,640"
2015-07-13,"17,633","17,162",471
2015-07-10,"27,830","31,277","-3,447"
2015-07-09,"24,131","21,871","2,259"
2015-07-08,"21,388","14,376","7,012"
2015-07-07,"29,245","21,129","8,116"
2015-07-06,"36,061","13,832","22,229"
2015-07-03,"44,563","20,242","24,321"
2015-07-02,"76,333","20,785","55,548"
2015-07-01,"31,322","32,872","-1,550"
2015-06-30,"57,101","77,011","-19,910"
2015-06-29,"41,651","32,555","9,096"
2015-06-26,"56,472","34,029","22,443"
2015-06-25,"17,248","30,651","-13,403"
2015-06-24,"27,395","52,593","-25,197"
2015-06-23,"28,556","34,681","-6,126"
2015-06-22,"34,575","38,260","-3,685"
2015-06-19,"23,577","32,214","-8,637"
2015-06-18,"32,982","44,540","-11,558"
2015-06-17,"34,020","28,957","5,063"
2015-06-16,"61,036","26,888","34,148"
2015-06-15,"30,872","22,064","8,808"
2015-06-12,"35,262","22,477","12,785"
2015-06-11,"25,420","14,962","10,458"
2015-06-10,"27,615","27,863",-248
2015-06-09,"30,156","64,834","-34,678"
2015-06-08,"24,296","23,564",732
2015-06-05,"16,088","21,572","-5,484"
2015-06-04,"31,363","13,129","18,234"
2015-06-03,"38,994","16,620","22,374"
2015-06-02,"44,597","26,940","17,657"
2015-06-01,"29,351","25,483","3,868"
2015-05-29,"34,129","60,571","-26,442"
2015-05-28,"36,090","33,040","3,049"
2015-05-27,"38,147","29,124","9,022"
2015-05-26,"22,944","28,878","-5,934"
2015-05-22,"17,369","38,540","-21,171"
2015-05-21,"21,128","41,762","-20,634"
2015-05-20,"23,777","31,228","-7,451"
2015-05-19,"22,168","25,378","-3,210"
2015-05-18,"31,741","24,635","7,106"
2015-05-15,"41,362","19,376","21,986"
2015-05-14,"32,390","36,861","-4,471"
2015-05-13,"44,271","27,355","16,916"
2015-05-12,"29,929","39,159","-9,230"
2015-05-11,"28,458","46,151","-17,693"
2015-05-08,"38,887","44,637","-5,749"
2015-05-07,"52,156","31,187","20,969"
2015-05-06,"50,013","22,268","27,745"
2015-05-04,"27,282","51,625","-24,343"
2015-04-30,"34,489","62,530","-28,041"
2015-04-29,"35,574","42,916","-7,342"
2015-04-28,"32,161","28,254","3,906"
2015-04-27,"23,843","30,270","-6,427"
2015-04-24,"24,492","37,914","-13,422"
2015-04-23,"28,115","38,657","-10,542"
2015-04-22,"35,903","21,484","14,420"
2015-04-21,"28,436","27,041","1,395"
2015-04-20,"22,156","23,675","-1,518"
2015-04-17,"29,463","26,185","3,277"
2015-04-16,"47,649","29,743","17,907"
2015-04-15,"36,559","22,566","13,993"
2015-04-14,"38,745","30,938","7,807"
2015-04-13,"37,953","21,351","16,602"
2015-04-10,"29,861","46,112","-16,251"
2015-04-09,"20,803","30,884","-10,081"
2015-04-08,"20,610","17,751","2,859"
2015-04-07,"42,638","20,787","21,851"
2015-04-06,"38,528","17,320","21,207"
2015-04-03,"41,571","16,993","24,578"
2015-04-02,"61,221","15,165","46,057"
2015-04-01,"32,372","27,775","4,598"
2015-03-31,"30,881","75,054","-44,174"
2015-03-30,"37,324","36,068","1,255"
2015-03-27,"33,173","38,931","-5,758"
2015-03-26,"27,033","30,656","-3,623"
2015-03-25,"28,250","33,034","-4,784"
2015-03-24,"26,332","39,980","-13,648"
2015-03-23,"26,399","28,517","-2,118"
2015-03-20,"23,129","25,998","-2,869"
2015-03-19,"23,152","37,746","-14,594"
2015-03-18,"29,213","29,929",-716
2015-03-17,"33,275","25,631","7,643"
2015-03-16,"61,793","23,879","37,914"
2015-03-13,"38,646","27,654","10,992"
2015-03-12,"41,663","21,225","20,438"
2015-03-11,"24,918","14,455","10,463"
2015-03-10,"27,860","30,603","-2,743"
2015-03-09,"28,706","43,209","-14,503"
2015-03-06,"22,144","19,497","2,647"
2015-03-05,"20,936","29,118","-8,182"
2015-03-04,"34,965","33,442","1,522"
2015-03-03,"45,196","23,129","22,067"
2015-03-02,"28,936","24,699","4,236"
2015-02-27,"44,234","51,830","-7,596"
2015-02-26,"26,821","25,006","1,815"
2015-02-25,"47,809","32,195","15,614"
2015-02-24,"41,263","34,792","6,471"
2015-02-23,"17,719","26,943","-9,224"
2015-02-17,"31,865","33,241","-1,375"
2015-02-16,"50,155","40,353","9,803"
2015-02-13,"36,486","40,504","-4,018"
2015-02-12,"43,577","27,745","15,832"
2015-02-11,"20,508","23,202","-2,695"
2015-02-10,"58,635","57,622","1,014"
2015-02-09,"23,218","19,677","3,541"
2015-02-06,"25,564","40,023","-14,459"
2015-02-05,"42,271","39,051","3,219"
2015-02-04,"78,241","41,571","36,670"
2015-02-03,"46,605","52,964","-6,359"
2015-02-02,"25,317","24,842",475
2015-01-30,"32,081","64,267","-32,186"
2015-01-29,"41,669","36,063","5,606"
2015-01-28,"36,008","32,290","3,718"
2015-01-27,"26,588","34,566","-7,977"
2015-01-26,"16,580","28,348","-11,769"
2015-01-23,"13,546","22,723","-9,177"
2015-01-22,"23,417","23,619",-202
2015-01-21,"13,127","27,754","-14,627"
2015-01-20,"30,243","23,565","6,678"
2015-01-19,"23,092","21,354","1,738"
2015-01-16,"49,066","18,213","30,853"
2015-01-15,"21,489","17,220","4,269"
2015-01-14,"20,151","15,648","4,502"
2015-01-13,"30,773","31,259",-486
2015-01-12,"33,288","22,468","10,820"
2015-01-09,"38,029","26,624","11,405"
2015-01-08,"30,338","23,823","6,515"
2015-01-07,"37,362","13,468","23,894"
2015-01-06,"62,829","18,452","44,377"
2015-01-05,"63,184","27,646","35,538"
2015-01-02,"32,469","20,481","11,988"
2014-12-31,"38,208","52,331","-14,124"
2014-12-30,"54,579","44,103","10,476"
2014-12-29,"28,288","29,507","-1,219"
2014-12-26,"27,644","36,041","-8,397"
2014-12-24,"25,932","34,494","-8,562"
2014-12-23,"24,721","52,019","-27,298"
2014-12-22,"23,285","33,417","-10,133"
2014-12-19,"29,198","51,521","-22,323"
2014-12-18,"35,118","29,564","5,553"
2014-12-17,"40,365","20,339","20,026"
2014-12-16,"59,291","28,216","31,076"
2014-12-15,"53,212","20,305","32,907"
2014-12-12,"24,875","50,259","-25,384"
2014-12-11,"24,019","35,887","-11,868"
2014-12-10,"14,029","27,832","-13,803"
2014-12-09,"23,342","76,657","-53,315"
2014-12-08,"18,329","23,830","-5,501"
2014-12-05,"23,281","24,337","-1,056"
2014-12-04,"39,930","40,595",-665
2014-12-03,"40,687","25,194","15,493"
2014-12-02,"44,466","37,941","6,524"
2014-12-01,"21,186","26,833","-5,648"
2014-11-28,"35,024","52,312","-17,288"
2014-11-27,"35,745","33,298","2,447"
2014-11-26,"22,568","27,351","-4,782"
2014-11-25,"22,139","38,833","-16,694"
2014-11-24,"27,129","24,461","2,668"
2014-11-21,"36,549","34,285","2,264"
2014-11-20,"29,025","49,964","-20,939"
2014-11-19,"29,030","30,939","-1,909"
2014-11-18,"41,933","33,317","8,616"
2014-11-17,"27,450","29,528","-2,078"
2014-11-14,"27,819","44,170","-16,351"
2014-11-13,"20,015","18,868","1,147"
2014-11-12,"34,738","15,831","18,906"
2014-11-11,"28,463","21,667","6,796"
2014-11-10,"15,808","42,946","-27,138"
2014-11-07,"24,919","37,686","-12,767"
2014-11-06,"25,308","29,578","-4,271"
2014-11-05,"45,688","12,779","32,909"
2014-11-04,"75,021","23,870","51,151"
2014-11-03,"28,791","20,142","8,649"
2014-10-31,"32,116","42,265","-10,150"
2014-10-30,"72,985","24,186","48,799"
2014-10-29,"32,472","22,552","9,920"
2014-10-28,"29,176","27,389","1,788"
2014-10-27,"27,832","21,479","6,354"
2014-10-24,"23,182","27,795","-4,613"
2014-10-23,"21,630","29,635","-8,004"
2014-10-22,"34,000","17,991","16,009"
2014-10-21,"24,507","36,592","-12,085"
2014-10-20,"24,834","18,936","5,899"
2014-10-17,"38,801","15,832","22,969"
2014-10-16,"53,803","27,575","26,228"
2014-10-15,"30,158","20,961","9,197"
2014-10-14,"37,457","20,513","16,944"
2014-10-13,"21,517","10,830","10,688"
2014-10-10,"18,630","31,511","-12,880"
2014-10-08,"26,923","13,684","13,238"
2014-10-07,"28,587","16,854","11,734"
2014-10-06,"23,966","16,966","7,000"
2014-10-02,"58,310","28,719","29,591"
2014-10-01,"30,513","19,993","10,520"
2014-09-30,"56,236","71,655","-15,419"
2014-09-29,"29,653","24,143","5,511"
2014-09-26,"20,984","32,914","-11,929"
2014-09-25,"24,144","37,228","-13,085"
2014-09-24,"24,239","31,713","-7,473"
2014-09-23,"22,162","20,324","1,838"
2014-09-22,"22,278","38,274","-15,996"
2014-09-19,"23,245","26,492","-3,247"
2014-09-18,"16,388","21,438","-5,051"
2014-09-17,"39,209","14,283","24,926"
2014-09-16,"33,966","19,231","14,735"
2014-09-15,"42,570","29,612","12,958"
2014-09-12,"55,943","13,189","42,753"
2014-09-11,"22,814","21,457","1,357"
2014-09-05,"19,899","48,230","-28,331"
2014-09-04,"21,847","26,801","-4,954"
2014-09-03,"26,379","20,864","5,515"
2014-09-02,"51,708","29,073","22,635"
2014-09-01,"25,188","22,863","2,326"
2014-08-29,"21,647","61,449","-39,801"
2014-08-28,"20,908","39,373","-18,465"
2014-08-27,"23,336","22,270","1,066"
2014-08-26,"21,353","22,693","-1,340"
2014-08-25,"19,396","24,575","-5,179"
2014-08-22,"21,599","37,366","-15,767"
2014-08-21,"22,770","15,481","7,289"
2014-08-20,"24,892","22,642","2,250"
2014-08-19,"31,277","21,158","10,119"
2014-08-18,"36,709","20,501","16,208"
2014-08-14,"26,380","30,585","-4,206"
2014-08-13,"45,587","17,725","27,862"
2014-08-12,"42,024","30,299","11,725"
2014-08-11,"21,841","21,741",101
2014-08-08,"45,863","19,936","25,927"
2014-08-07,"17,217","34,597","-17,379"
2014-08-06,"42,048","14,240","27,808"
2014-08-05,"34,206","37,563","-3,357"
2014-08-04,"45,788","21,276","24,512"
2014-08-01,"30,042","20,126","9,916"
2014-07-31,"30,864","47,295","-16,431"
2014-07-30,"42,525","21,334","21,191"
2014-07-29,"32,143","22,341","9,802"
2014-07-28,"18,433","20,683","-2,251"
2014-07-25,"23,463","24,734","-1,270"
2014-07-24,"28,036","34,192","-6,156"
2014-07-23,"18,804","28,765","-9,961"
2014-07-22,"19,206","19,140",66
2014-07-21,"27,510","21,979","5,531"
2014-07-18,"20,913","25,319","-4,407"
2014-07-17,"22,494","22,356",137
2014-07-16,"40,331","22,111","18,220"
2014-07-15,"22,620","17,166","5,454"
2014-07-14,"20,159","16,390","3,769"
2014-07-11,"27,869","13,583","14,286"
2014-07-10,"22,609","24,148","-1,538"
2014-07-09,"18,310","26,330","-8,019"
2014-07-08,"23,632","16,878","6,754"
2014-07-07,"13,530","26,974","-13,444"
2014-07-04,"25,160","17,987","7,173"
2014-07-03,"20,420","16,485","3,935"
2014-07-02,"47,152","42,065","5,088"
2014-07-01,"28,112","16,678","11,434"
2014-06-30,"52,201","64,307","-12,105"
2014-06-27,"38,504","37,531",973
2014-06-26,"26,789","27,040",-250
2014-06-25,"12,065","28,813","-16,748"
2014-06-24,"20,609","28,682","-8,072"
2014-06-23,"26,953","18,146","8,807"
2014-06-20,"18,883","37,050","-18,167"
2014-06-19,"20,388","23,554","-3,167"
2014-06-18,"26,181","21,065","5,116"
2014-06-17,"24,830","13,580","11,250"
2014-06-16,"42,484","29,302","13,182"
2014-06-13,"38,283","48,677","-10,394"
2014-06-12,"23,801","18,334","5,466"
2014-06-11,"19,452","15,626","3,826"
2014-06-10,"16,146","28,273","-12,127"
2014-06-09,"34,195","40,670","-6,475"
2014-06-05,"16,209","16,416",-207
2014-06-03,"37,355","19,554","17,801"
2014-06-02,"18,249","15,118","3,131"
2014-05-30,"33,641","46,477","-12,836"
2014-05-29,"29,027","19,806","9,221"
2014-05-28,"22,373","28,055","-5,682"
2014-05-27,"24,445","15,434","9,011"
2014-05-26,"12,300","17,166","-4,865"
2014-05-23,"12,959","20,478","-7,519"
2014-05-22,"14,386","19,031","-4,646"
2014-05-21,"27,216","27,386",-170
2014-05-20,"17,349","26,197","-8,848"
2014-05-19,"22,415","23,323",-908
2014-05-16,"33,040","29,451","3,589"
2014-05-15,"42,508","19,651","22,857"
2014-05-14,"28,035","25,981","2,053"
2014-05-13,"25,123","15,167","9,956"
2014-05-12,"30,275","29,895",380
2014-05-09,"54,829","32,258","22,571"
2014-05-08,"39,417","28,198","11,219"
2014-05-07,"32,563","21,423","11,139"
2014-05-02,"20,337","23,281","-2,944"
2014-04-30,"38,240","45,565","-7,324"
2014-04-29,"24,141","30,893","-6,752"
2014-04-28,"16,273","23,725","-7,452"
2014-04-25,"13,806","27,413","-13,606"
2014-04-24,"13,309","23,613","-10,303"
2014-04-23,"13,519","27,267","-13,748"
2014-04-22,"16,029","17,482","-1,453"
2014-04-21,"17,556","24,329","-6,773"
2014-04-18,"17,053","25,552","-8,499"
2014-04-17,"17,302","20,413","-3,111"
2014-04-16,"36,911","19,663","17,248"
2014-04-15,"38,999","16,026","22,973"
2014-04-14,"27,436","21,229","6,207"
2014-04-11,"21,017","19,723","1,294"
2014-04-10,"13,447","32,391","-18,945"
2014-04-09,"16,542","16,998",-456
2014-04-08,"18,570","22,426","-3,856"
2014-04-07,"13,126","16,126","-2,999"
2014-04-04,"17,359","25,419","-8,060"
2014-04-03,"24,008","27,808","-3,800"
2014-04-02,"53,137","21,977","31,161"
2014-04-01,"22,859","23,758",-899
2014-03-31,"32,578","74,683","-42,105"
2014-03-28,"20,973","54,256","-33,283"
2014-03-27,"30,699","34,155","-3,456"
2014-03-26,"26,991","21,041","5,951"
2014-03-25,"17,290","20,287","-2,997"
2014-03-24,"18,547","32,761","-14,214"
2014-03-21,"20,510","24,222","-3,712"
2014-03-20,"29,917","21,125","8,792"
2014-03-19,"22,478","18,925","3,553"
2014-03-18,"38,058","12,211","25,847"
2014-03-17,"25,840","22,636","3,204"
2014-03-14,"45,018","13,851","31,167"
2014-03-13,"26,835","15,063","11,772"
2014-03-12,"31,793","11,142","20,651"
2014-03-11,"32,628","16,644","15,984"
2014-03-10,"19,986","19,885",101
2014-03-07,"25,516","55,396","-29,880"
2014-03-06,"16,576","29,229","-12,653"
2014-03-05,"16,832","16,806",26
2014-03-04,"37,461","43,859","-6,398"
2014-03-03,"20,770","60,457","-39,688"
2014-02-28,"33,458","48,923","-15,465"
2014-02-27,"34,798","36,422","-1,624"
2014-02-26,"22,800","35,420","-12,620"
2014-02-25,"25,876","20,342","5,534"
2014-02-24,"14,949","38,689","-23,741"
2014-02-21,"16,216","15,872",344
2014-02-20,"14,113","36,631","-22,518"
2014-02-19,"43,563","25,197","18,367"
2014-02-18,"23,128","37,848","-14,720"
2014-02-17,"21,409","14,049","7,360"
2014-02-14,"39,129","34,410","4,719"
2014-02-13,"37,648","16,465","21,183"
2014-02-12,"34,385","25,104","9,280"
2014-02-11,"26,455","33,986","-7,531"
2014-02-10,"33,333","23,741","9,592"
2014-02-07,"36,538","34,523","2,015"
2014-02-06,"35,018","28,389","6,629"
2014-02-05,"47,163","18,886","28,278"
2014-02-04,"55,719","26,934","28,786"
2014-02-03,"35,772","22,952","12,819"
2014-01-29,"31,754","52,705","-20,951"
2014-01-28,"24,936","33,291","-8,356"
2014-01-27,"16,378","26,487","-10,109"
2014-01-24,"23,681","23,914",-233
2014-01-23,"24,904","23,293","1,611"
2014-01-22,"22,174","16,041","6,132"
2014-01-21,"16,739","17,611",-871
2014-01-20,"11,420","16,689","-5,269"
2014-01-17,"19,971","18,071","1,900"
2014-01-16,"39,885","17,517","22,368"
2014-01-15,"42,692","29,361","13,331"
2014-01-14,"19,979","19,476",503
2014-01-13,"18,051","25,473","-7,422"
2014-01-10,"15,087","38,878","-23,791"
2014-01-09,"16,753","14,407","2,346"
2014-01-08,"25,760","14,990","10,771"
2014-01-07,"28,122","21,663","6,459"
2014-01-06,"64,759","16,378","48,381"
2014-01-03,"59,768","21,906","37,862"
2014-01-02,"22,116","21,045","1,071"
2013-12-31,"37,058","49,520","-12,462"
2013-12-30,"27,748","45,558","-17,810"
2013-12-27,"20,211","32,728","-12,518"
2013-12-26,"35,644","33,525","2,118"
2013-12-24,"25,931","27,723","-1,792"
2013-12-23,"22,212","24,373","-2,161"
2013-12-20,"18,462","30,241","-11,779"
2013-12-19,"21,644","19,728","1,916"
2013-12-18,"30,144","19,505","10,639"
2013-12-17,"21,099","24,523","-3,424"
2013-12-16,"43,600","17,724","25,877"
2013-12-13,"28,372","31,105","-2,733"
2013-12-12,"34,025","17,977","16,047"
2013-12-11,"19,889","14,442","5,447"
2013-12-10,"16,751","23,338","-6,587"
2013-12-09,"19,773","58,679","-38,906"
2013-12-06,"18,278","31,084","-12,806"
2013-12-05,"21,560","20,643",917
2013-12-04,"39,149","22,873","16,276"
2013-12-03,"40,842","22,684","18,158"
2013-12-02,"18,967","18,195",771
2013-11-29,"25,702","48,331","-22,629"
2013-11-28,"21,557","28,535","-6,978"
2013-11-27,"22,097","25,182","-3,086"
2013-11-26,"27,721","15,940","11,781"
2013-11-25,"16,630","19,094","-2,464"
2013-11-22,"20,682","36,381","-15,699"
2013-11-21,"27,169","26,776",392
2013-11-20,"18,438","17,507",932
2013-11-19,"17,541","18,278",-738
2013-11-18,"22,241","22,290",-49
2013-11-15,"32,241","33,621","-1,380"
2013-11-14,"20,220","13,209","7,011"
2013-11-13,"29,819","18,689","11,130"
2013-11-12,"18,672","18,641",31
2013-11-11,"15,312","30,309","-14,998"
2013-11-08,"16,373","23,596","-7,223"
2013-11-07,"23,734","18,580","5,153"
2013-11-06,"18,951","17,577","1,374"
2013-11-05,"31,550","20,595","10,956"
2013-11-04,"50,235","14,723","35,512"
2013-11-01,"15,012","36,360","-21,348"
2013-10-31,"26,184","29,658","-3,474"
2013-10-30,"46,690","25,710","20,980"
2013-10-29,"25,125","35,648","-10,523"
2013-10-28,"18,019","19,154","-1,135"
2013-10-25,"16,280","40,899","-24,618"
2013-10-24,"13,705","22,975","-9,270"
2013-10-23,"16,275","21,113","-4,838"
2013-10-22,"25,294","23,888","1,406"
2013-10-21,"15,540","23,458","-7,918"
2013-10-18,"12,656","22,090","-9,433"
2013-10-17,"16,474","17,630","-1,156"
2013-10-16,"44,230","19,772","24,458"
2013-10-15,"23,884","29,296","-5,412"
2013-10-14,"18,754","27,108","-8,354"
2013-10-11,"17,139","23,613","-6,474"
2013-10-10,"18,580","21,917","-3,337"
2013-10-08,"27,220","18,087","9,133"
2013-10-07,"23,957","12,079","11,877"
2013-10-04,"41,060","22,229","18,831"
2013-10-02,"44,033","25,842","18,191"
2013-10-01,"17,032","24,189","-7,157"
2013-09-30,"29,802","55,254","-25,452"
2013-09-27,"34,291","34,781",-489
2013-09-26,"30,387","27,526","2,861"
2013-09-25,"26,240","27,487","-1,247"
2013-09-24,"19,307","27,937","-8,631"
2013-09-23,"18,142","22,895","-4,752"
2013-09-17,"34,793","20,603","14,190"
2013-09-16,"33,941","26,459","7,482"
2013-09-13,"18,460","21,134","-2,674"
2013-09-12,"27,506","20,661","6,845"
2013-09-11,"18,688","18,718",-29
2013-09-10,"17,614","18,852","-1,237"
2013-09-09,"22,022","33,044","-11,022"
2013-09-06,"17,717","23,304","-5,587"
2013-09-05,"20,219","16,400","3,819"
2013-09-04,"34,500","12,551","21,949"
2013-09-03,"42,690","16,786","25,904"
2013-09-02,"14,750","18,076","-3,326"
2013-08-30,"14,548","39,997","-25,449"
2013-08-29,"17,050","20,727","-3,677"
2013-08-28,"19,022","23,625","-4,603"
2013-08-27,"24,254","25,886","-1,632"
2013-08-26,"13,315","19,786","-6,470"
2013-08-23,"11,440","20,577","-9,137"
2013-08-22,"15,216","21,988","-6,772"
2013-08-21,"11,419","14,890","-3,471"
2013-08-20,"14,171","17,133","-2,962"
2013-08-19,"34,057","17,304","16,753"
2013-08-16,"21,717","18,913","2,804"
2013-08-14,"17,081","17,606",-525
2013-08-13,"21,436","12,082","9,353"
2013-08-12,"16,303","16,752",-449
2013-08-09,"17,423","15,267","2,155"
2013-08-08,"12,270","16,002","-3,731"
2013-08-07,"15,976","10,191","5,785"
2013-08-06,"28,965","18,918","10,047"
2013-08-05,"17,942","19,274","-1,333"
2013-08-02,"36,544","23,534","13,010"
2013-08-01,"14,001","17,680","-3,678"
2013-07-31,"15,946","53,002","-37,056"
2013-07-30,"15,047","53,258","-38,211"
2013-07-29,"23,003","32,331","-9,328"
2013-07-26,"18,505","39,177","-20,672"
2013-07-25,"16,545","22,770","-6,225"
2013-07-24,"15,718","22,396","-6,678"
2013-07-23,"16,595","19,960","-3,365"
2013-07-22,"13,001","22,268","-9,267"
2013-07-19,"13,362","20,257","-6,896"
2013-07-18,"14,701","27,076","-12,375"
2013-07-17,"18,665","29,494","-10,829"
2013-07-16,"36,274","20,294","15,980"
2013-07-15,"21,797","36,308","-14,511"
2013-07-12,"19,980","20,832",-852
2013-07-11,"19,515","18,362","1,153"
2013-07-10,"11,353","17,113","-5,759"
2013-07-09,"20,973","17,958","3,015"
2013-07-08,"46,635","19,006","27,629"
2013-07-05,"31,219","15,597","15,622"
2013-07-04,"23,086","13,926","9,160"
2013-07-03,"32,217","14,842","17,375"
2013-07-02,"81,327","18,832","62,495"
2013-07-01,"42,769","27,998","14,772"
2013-06-28,"54,078","63,803","-9,725"
2013-06-27,"35,113","33,175","1,938"
2013-06-26,"23,647","26,233","-2,586"
2013-06-25,"18,685","32,916","-14,230"
2013-06-24,"23,235","35,667","-12,432"
2013-06-21,"21,646","35,925","-14,279"
2013-06-20,"20,969","22,359","-1,390"
2013-06-19,"20,484","15,185","5,299"
2013-06-18,"27,586","30,455","-2,869"
2013-06-17,"17,296","15,467","1,829"
2013-06-14,"37,195","18,095","19,100"
2013-06-13,"23,521","27,193","-3,672"
2013-06-12,"25,922","28,305","-2,383"
2013-06-11,"28,450","16,939","11,511"
2013-06-10,"20,304","17,596","2,708"
2013-06-07,"20,067","24,537","-4,470"
2013-06-05,"18,737","15,894","2,843"
2013-06-04,"48,833","17,007","31,826"
2013-06-03,"15,865","21,755","-5,889"
2013-05-31,"21,800","43,260","-21,460"
2013-05-30,"20,603","26,715","-6,112"
2013-05-29,"19,240","21,807","-2,567"
2013-05-28,"19,539","13,342","6,197"
2013-05-27,"17,791","22,411","-4,620"
2013-05-24,"20,707","27,303","-6,597"
2013-05-23,"31,082","19,777","11,306"
2013-05-22,"20,545","17,157","3,388"
2013-05-21,"26,638","17,888","8,750"
2013-05-20,"15,354","22,150","-6,796"
2013-05-16,"32,043","20,682","11,362"
2013-05-15,"27,972","14,251","13,721"
2013-05-14,"37,539","14,049","23,490"
2013-05-13,"41,677","15,233","26,445"
2013-05-10,"27,968","17,667","10,300"
2013-05-09,"28,720","28,120",601
2013-05-08,"11,790","17,281","-5,491"
2013-05-07,"30,753","20,385","10,369"
2013-05-06,"30,220","20,753","9,467"
2013-05-03,"23,319","28,153","-4,834"
2013-05-02,"19,775","18,722","1,053"
2013-04-30,"25,848","51,361","-25,512"
2013-04-29,"20,486","31,852","-11,366"
2013-04-26,"22,520","39,120","-16,600"
2013-04-25,"19,474","45,698","-26,224"
2013-04-24,"13,567","19,431","-5,863"
2013-04-23,"19,775","24,156","-4,381"
